Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Australia,AUS,Military expenditure (% of central government expenditure),MS.MIL.XPND.ZS,7.87902005237608,7.32532557301388,7.33315284963703,7.391274953883,7.3685399349476,7.333096440688,7.59981030616264,7.71594618861035,7.74938514939562,7.2899393379652,7.28556501915588,,
Iraq,IRQ,"Population, total",SP.POP.TOTL,24313641,24937728,25577836,26234373,26907763,27598437,28432904,29292601,30178292,31090763,32030823,32961959,
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,3.06771942495723,2.56681835517765,2.56682565468676,2.56681996084422,2.56682330467741,2.56682058631186,3.02360238733808,3.02359899643034,3.02359971379804,3.02360054041493,3.02359900270057,2.8655481002433,
Iraq,IRQ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,32687265358.5885,42432198318.6977,63339627126.8574,71816671762.1978,76278902461.5058,86976461987.8709,
Iraq,IRQ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,1150,1450,2100,2310,2380,2640,
Iraq,IRQ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,62683243016.6577,73706162204.4839,83289882254.6434,88831474801.6822,101795281771.469,109176902187.378,110517118188.165,123475658924.931,
Iraq,IRQ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,2330,2670,2930,3030,3370,3510,3450,3750,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,25857106735.7513,18936094867.8072,18969591211.0373,,25755086058.7475,31316963994.5652,45080072236.609,56989916307.9866,86530068728.5223,64231331196.5812,81112411282.0513,115388468974.359,
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.3,-6.59999999999998,-7.79999999999998,-41.3,46.5,-0.699999578682167,6.19999999999989,1.50000000000013,9.49999999999982,4.20000000000012,0.844300000000004,9.90307683997642,
Iraq,IRQ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,47.3800705952403,-21.6320412336327,10.2288377732709,13.1775778091944,3.60083184220457,24.0195215070806,35.1204672261404,6.48885125357501,31.8640689773754,-30.1411919540475,25.2244213586798,29.4390294095272,
Iraq,IRQ,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,
Iraq,IRQ,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,
Iraq,IRQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,2.38295967478277,3.57711739047182,2.74223181207192,3.40841310761275,3.32044980083839,4.62138338576745,4.41510309531266,5.06575674090802,
Iraq,IRQ,Military expenditure (current LCU),MS.MIL.XPND.CN,,,,,892000000000,1649000000000,1814000000000,2437000000000,3428000000000,3473000000000,4190000000000,6839000000000,
