"OID","Country or Area","Year","Description","Magnitude","Value"
"91167C..ZF...","ARMENIA","2002","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","133700"
"91167E..ZF...","ARMENIA","2002","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1106400"
"91167R..ZF...","ARMENIA","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.4"
"91167C..ZF...","ARMENIA","2001","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","146800"
"91167E..ZF...","ARMENIA","2001","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1264900"
"91167R..ZF...","ARMENIA","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.7"
"91167C..ZF...","ARMENIA","2000","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","169500"
"91167E..ZF...","ARMENIA","2000","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1277700"
"91167R..ZF...","ARMENIA","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","11.2"
"91167C..ZF...","ARMENIA","1999","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","164200"
"91167E..ZF...","ARMENIA","1999","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1298200"
"91167R..ZF...","ARMENIA","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.4"
"91167C..ZF...","ARMENIA","1998","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","139100"
"91167E..ZF...","ARMENIA","1998","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1337300"
"91167R..ZF...","ARMENIA","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.8"
"91167C..ZF...","ARMENIA","1997","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","166100"
"91167E..ZF...","ARMENIA","1997","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1372200"
"91167R..ZF...","ARMENIA","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.3"
"91167C..ZF...","ARMENIA","1996","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","147900"
"91167E..ZF...","ARMENIA","1996","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1435600"
"91167R..ZF...","ARMENIA","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.7"
"91167C..ZF...","ARMENIA","1995","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","105500"
"91167E..ZF...","ARMENIA","1995","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1476400"
"91167R..ZF...","ARMENIA","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.5"
"91167C..ZF...","ARMENIA","1994","UNEMPLOYMENT (IN THOUSANDS)","THOUSANDS","91800"
"91167E..ZF...","ARMENIA","1994","EMPLOYMENT (IN THOUSANDS)","THOUSANDS","1487600"
"19367R..ZF...","AUSTRALIA","2009","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.57619"
"19367C..ZF...","AUSTRALIA","2009","UNEMPLOYMENT","THOUSANDS","638388"
"19367EYCZF...","AUSTRALIA","2009","MANUFACTURING EMPLOYMENT","INDEX NUMBER","93.6501"
"19367D..ZF...","AUSTRALIA","2009","LABOUR FORCE","THOUSANDS","11442300"
"19367E..ZF...","AUSTRALIA","2009","EMPLOYMENT","THOUSANDS","10803900"
"19367R..ZF...","AUSTRALIA","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.225"
"19367C..ZF...","AUSTRALIA","2008","UNEMPLOYMENT","THOUSANDS","473613"
"19367EYCZF...","AUSTRALIA","2008","MANUFACTURING EMPLOYMENT","INDEX NUMBER","98.1847"
"19367D..ZF...","AUSTRALIA","2008","LABOUR FORCE","THOUSANDS","11186000"
"19367E..ZF...","AUSTRALIA","2008","EMPLOYMENT","THOUSANDS","10712400"
"19367R..ZF...","AUSTRALIA","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.375"
"19367C..ZF...","AUSTRALIA","2007","UNEMPLOYMENT","THOUSANDS","478300"
"19367EYCZF...","AUSTRALIA","2007","MANUFACTURING EMPLOYMENT","INDEX NUMBER","100.697"
"19367D..ZF...","AUSTRALIA","2007","LABOUR FORCE","THOUSANDS","10948200"
"19367E..ZF...","AUSTRALIA","2007","EMPLOYMENT","THOUSANDS","10469900"
"19367R..ZF...","AUSTRALIA","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.9"
"19367C..ZF...","AUSTRALIA","2006","UNEMPLOYMENT","THOUSANDS","524050"
"19367EYCZF...","AUSTRALIA","2006","MANUFACTURING EMPLOYMENT","INDEX NUMBER","98.9345"
"19367D..ZF...","AUSTRALIA","2006","LABOUR FORCE","THOUSANDS","10713900"
"19367E..ZF...","AUSTRALIA","2006","EMPLOYMENT","THOUSANDS","10189900"
"19367R..ZF...","AUSTRALIA","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.1"
"19367C..ZF...","AUSTRALIA","2005","UNEMPLOYMENT","THOUSANDS","536700"
"19367EYCZF...","AUSTRALIA","2005","MANUFACTURING EMPLOYMENT","INDEX NUMBER","100"
"19367D..ZF...","AUSTRALIA","2005","LABOUR FORCE","THOUSANDS","10524000"
"19367E..ZF...","AUSTRALIA","2005","EMPLOYMENT","THOUSANDS","9987290"
"19367R..ZF...","AUSTRALIA","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.53333"
"19367C..ZF...","AUSTRALIA","2004","UNEMPLOYMENT","THOUSANDS","566925"
"19367EYCZF...","AUSTRALIA","2004","MANUFACTURING EMPLOYMENT","INDEX NUMBER","101.731"
"19367D..ZF...","AUSTRALIA","2004","LABOUR FORCE","THOUSANDS","10244100"
"19367E..ZF...","AUSTRALIA","2004","EMPLOYMENT","THOUSANDS","9677130"
"19367R..ZF...","AUSTRALIA","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.93333"
"19367C..ZF...","AUSTRALIA","2003","UNEMPLOYMENT","THOUSANDS","610902"
"19367EYCZF...","AUSTRALIA","2003","MANUFACTURING EMPLOYMENT","INDEX NUMBER","101.143"
"19367D..ZF...","AUSTRALIA","2003","LABOUR FORCE","THOUSANDS","10092200"
"19367E..ZF...","AUSTRALIA","2003","EMPLOYMENT","THOUSANDS","9481300"
"19367R..ZF...","AUSTRALIA","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.31667"
"19367C..ZF...","AUSTRALIA","2002","UNEMPLOYMENT","THOUSANDS","629158"
"19367EYCZF...","AUSTRALIA","2002","MANUFACTURING EMPLOYMENT","INDEX NUMBER","103.174"
"19367D..ZF...","AUSTRALIA","2002","LABOUR FORCE","THOUSANDS","9963580"
"19367E..ZF...","AUSTRALIA","2002","EMPLOYMENT","THOUSANDS","9334420"
"19367R..ZF...","AUSTRALIA","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.73"
"19367C..ZF...","AUSTRALIA","2001","UNEMPLOYMENT","THOUSANDS","660460"
"19367EYCZF...","AUSTRALIA","2001","MANUFACTURING EMPLOYMENT","INDEX NUMBER","102.084"
"19367D..ZF...","AUSTRALIA","2001","LABOUR FORCE","THOUSANDS","9796300"
"19367E..ZF...","AUSTRALIA","2001","EMPLOYMENT","THOUSANDS","9156570"
"19367R..ZF...","AUSTRALIA","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.32"
"19367C..ZF...","AUSTRALIA","2000","UNEMPLOYMENT","THOUSANDS","610530"
"19367EYCZF...","AUSTRALIA","2000","MANUFACTURING EMPLOYMENT","INDEX NUMBER","105.538"
"19367D..ZF...","AUSTRALIA","2000","LABOUR FORCE","THOUSANDS","9681600"
"19367E..ZF...","AUSTRALIA","2000","EMPLOYMENT","THOUSANDS","9043300"
"19367R..ZF...","AUSTRALIA","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.97"
"19367C..ZF...","AUSTRALIA","1999","UNEMPLOYMENT","THOUSANDS","658450"
"19367EYCZF...","AUSTRALIA","1999","MANUFACTURING EMPLOYMENT","INDEX NUMBER","100.776"
"19367D..ZF...","AUSTRALIA","1999","LABOUR FORCE","THOUSANDS","9470000"
"19367E..ZF...","AUSTRALIA","1999","EMPLOYMENT","THOUSANDS","8784710"
"19367R..ZF...","AUSTRALIA","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.76"
"19367C..ZF...","AUSTRALIA","1998","UNEMPLOYMENT","THOUSANDS","720630"
"19367EYCZF...","AUSTRALIA","1998","MANUFACTURING EMPLOYMENT","INDEX NUMBER","102.622"
"19367D..ZF...","AUSTRALIA","1998","LABOUR FORCE","THOUSANDS","9342900"
"19367E..ZF...","AUSTRALIA","1998","EMPLOYMENT","THOUSANDS","8618030"
"19367R..ZF...","AUSTRALIA","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.26"
"19367C..ZF...","AUSTRALIA","1997","UNEMPLOYMENT","THOUSANDS","759500"
"19367EYCZF...","AUSTRALIA","1997","MANUFACTURING EMPLOYMENT","INDEX NUMBER","106.106"
"19367D..ZF...","AUSTRALIA","1997","LABOUR FORCE","THOUSANDS","9220500"
"19367E..ZF...","AUSTRALIA","1997","EMPLOYMENT","THOUSANDS","8444390"
"19367R..ZF...","AUSTRALIA","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.23"
"19367C..ZF...","AUSTRALIA","1996","UNEMPLOYMENT","THOUSANDS","750610"
"19367EYCZF...","AUSTRALIA","1996","MANUFACTURING EMPLOYMENT","INDEX NUMBER","104.521"
"19367D..ZF...","AUSTRALIA","1996","LABOUR FORCE","THOUSANDS","9114990"
"19367E..ZF...","AUSTRALIA","1996","EMPLOYMENT","THOUSANDS","8364380"
"19367R..ZF...","AUSTRALIA","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.22"
"19367C..ZF...","AUSTRALIA","1995","UNEMPLOYMENT","THOUSANDS","739440"
"19367EYCZF...","AUSTRALIA","1995","MANUFACTURING EMPLOYMENT","INDEX NUMBER","104.225"
"19367D..ZF...","AUSTRALIA","1995","LABOUR FORCE","THOUSANDS","8995400"
"19367E..ZF...","AUSTRALIA","1995","EMPLOYMENT","THOUSANDS","8255960"
"19367R..ZF...","AUSTRALIA","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.45833"
"19367C..ZF...","AUSTRALIA","1994","UNEMPLOYMENT","THOUSANDS","828750"
"19367EYCZF...","AUSTRALIA","1994","MANUFACTURING EMPLOYMENT","INDEX NUMBER","103.253"
"19367D..ZF...","AUSTRALIA","1994","LABOUR FORCE","THOUSANDS","8770500"
"19367E..ZF...","AUSTRALIA","1994","EMPLOYMENT","THOUSANDS","7941730"
"19367R..ZF...","AUSTRALIA","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.6"
"19367C..ZF...","AUSTRALIA","1993","UNEMPLOYMENT","THOUSANDS","913650"
"19367EYCZF...","AUSTRALIA","1993","MANUFACTURING EMPLOYMENT","INDEX NUMBER","99.7995"
"19367D..ZF...","AUSTRALIA","1993","LABOUR FORCE","THOUSANDS","8612900"
"19367E..ZF...","AUSTRALIA","1993","EMPLOYMENT","THOUSANDS","7699250"
"19367R..ZF...","AUSTRALIA","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","10.4917"
"19367C..ZF...","AUSTRALIA","1992","UNEMPLOYMENT","THOUSANDS","897075"
"19367EYCZF...","AUSTRALIA","1992","MANUFACTURING EMPLOYMENT","INDEX NUMBER","104.325"
"19367D..ZF...","AUSTRALIA","1992","LABOUR FORCE","THOUSANDS","8557080"
"19367E..ZF...","AUSTRALIA","1992","EMPLOYMENT","THOUSANDS","7660010"
"19367R..ZF...","AUSTRALIA","1991","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.29167"
"19367C..ZF...","AUSTRALIA","1991","UNEMPLOYMENT","THOUSANDS","787825"
"19367EYCZF...","AUSTRALIA","1991","MANUFACTURING EMPLOYMENT","INDEX NUMBER","105.381"
"19367D..ZF...","AUSTRALIA","1991","LABOUR FORCE","THOUSANDS","8486020"
"19367E..ZF...","AUSTRALIA","1991","EMPLOYMENT","THOUSANDS","7698200"
"19367R..ZF...","AUSTRALIA","1990","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.675"
"19367C..ZF...","AUSTRALIA","1990","UNEMPLOYMENT","THOUSANDS","563442"
"19367EYCZF...","AUSTRALIA","1990","MANUFACTURING EMPLOYMENT","INDEX NUMBER","112.169"
"19367D..ZF...","AUSTRALIA","1990","LABOUR FORCE","THOUSANDS","8440140"
"19367E..ZF...","AUSTRALIA","1990","EMPLOYMENT","THOUSANDS","7876720"
"19367R..ZF...","AUSTRALIA","1989","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.95833"
"19367C..ZF...","AUSTRALIA","1989","UNEMPLOYMENT","THOUSANDS","489675"
"19367EYCZF...","AUSTRALIA","1989","MANUFACTURING EMPLOYMENT","INDEX NUMBER","115.145"
"19367D..ZF...","AUSTRALIA","1989","LABOUR FORCE","THOUSANDS","8224020"
"19367E..ZF...","AUSTRALIA","1989","EMPLOYMENT","THOUSANDS","7734350"
"19367R..ZF...","AUSTRALIA","1988","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.00833"
"19367C..ZF...","AUSTRALIA","1988","UNEMPLOYMENT","THOUSANDS","557525"
"19367EYCZF...","AUSTRALIA","1988","MANUFACTURING EMPLOYMENT","INDEX NUMBER","111.519"
"19367D..ZF...","AUSTRALIA","1988","LABOUR FORCE","THOUSANDS","7970180"
"19367E..ZF...","AUSTRALIA","1988","EMPLOYMENT","THOUSANDS","7412650"
"19367R..ZF...","AUSTRALIA","1987","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.9"
"19367C..ZF...","AUSTRALIA","1987","UNEMPLOYMENT","THOUSANDS","611833"
"19367EYCZF...","AUSTRALIA","1987","MANUFACTURING EMPLOYMENT","INDEX NUMBER","108.225"
"19367D..ZF...","AUSTRALIA","1987","LABOUR FORCE","THOUSANDS","7753650"
"19367E..ZF...","AUSTRALIA","1987","EMPLOYMENT","THOUSANDS","7141840"
"19367R..ZF...","AUSTRALIA","1986","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.93333"
"19367C..ZF...","AUSTRALIA","1986","UNEMPLOYMENT","THOUSANDS","601200"
"19367EYCZF...","AUSTRALIA","1986","MANUFACTURING EMPLOYMENT","INDEX NUMBER","106.407"
"19367D..ZF...","AUSTRALIA","1986","LABOUR FORCE","THOUSANDS","7584930"
"19367E..ZF...","AUSTRALIA","1986","EMPLOYMENT","THOUSANDS","6983720"
"19367R..ZF...","AUSTRALIA","1985","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.275"
"19367C..ZF...","AUSTRALIA","1985","UNEMPLOYMENT","THOUSANDS","602867"
"19367EYCZF...","AUSTRALIA","1985","MANUFACTURING EMPLOYMENT","INDEX NUMBER","106.106"
"19367D..ZF...","AUSTRALIA","1985","LABOUR FORCE","THOUSANDS","7300280"
"19367E..ZF...","AUSTRALIA","1985","EMPLOYMENT","THOUSANDS","6697420"
"19367R..ZF...","AUSTRALIA","1984","UNEMPLOYMENT RATE","PERCENT PER ANNU","8.98333"
"19367C..ZF...","AUSTRALIA","1984","UNEMPLOYMENT","THOUSANDS","641217"
"19367EYCZF...","AUSTRALIA","1984","MANUFACTURING EMPLOYMENT","INDEX NUMBER","106.982"
"19367D..ZF...","AUSTRALIA","1984","LABOUR FORCE","THOUSANDS","7135060"
"19367E..ZF...","AUSTRALIA","1984","EMPLOYMENT","THOUSANDS","6493850"
"19367R..ZF...","AUSTRALIA","1983","UNEMPLOYMENT RATE","PERCENT PER ANNU","9.95833"
"19367C..ZF...","AUSTRALIA","1983","UNEMPLOYMENT","THOUSANDS","697033"
"19367EYCZF...","AUSTRALIA","1983","MANUFACTURING EMPLOYMENT","INDEX NUMBER","106.865"
"19367D..ZF...","AUSTRALIA","1983","LABOUR FORCE","THOUSANDS","6997390"
"19367E..ZF...","AUSTRALIA","1983","EMPLOYMENT","THOUSANDS","6300370"
"19367EYCZF...","AUSTRALIA","1982","MANUFACTURING EMPLOYMENT","INDEX NUMBER","113.428"
"19367EYCZF...","AUSTRALIA","1981","MANUFACTURING EMPLOYMENT","INDEX NUMBER","117.04"
"19367EYCZF...","AUSTRALIA","1980","MANUFACTURING EMPLOYMENT","INDEX NUMBER","116.496"
"19367EYCZF...","AUSTRALIA","1979","MANUFACTURING EMPLOYMENT","INDEX NUMBER","114.106"
"19367EYCZF...","AUSTRALIA","1978","MANUFACTURING EMPLOYMENT","INDEX NUMBER","113.982"
"19367EYCZF...","AUSTRALIA","1977","MANUFACTURING EMPLOYMENT","INDEX NUMBER","119.328"
"19367EYCZF...","AUSTRALIA","1976","MANUFACTURING EMPLOYMENT","INDEX NUMBER","119.673"
"19367EYCZF...","AUSTRALIA","1975","MANUFACTURING EMPLOYMENT","INDEX NUMBER","118.029"
"19367EYCZF...","AUSTRALIA","1974","MANUFACTURING EMPLOYMENT","INDEX NUMBER","128.44"
"19367EYCZF...","AUSTRALIA","1973","MANUFACTURING EMPLOYMENT","INDEX NUMBER","129.187"
"19367EYCZF...","AUSTRALIA","1972","MANUFACTURING EMPLOYMENT","INDEX NUMBER","124.337"
"19367EYCZF...","AUSTRALIA","1971","MANUFACTURING EMPLOYMENT","INDEX NUMBER","127.561"
"19367EYCZF...","AUSTRALIA","1970","MANUFACTURING EMPLOYMENT","INDEX NUMBER","123.402"
"19367EYCZF...","AUSTRALIA","1969","MANUFACTURING EMPLOYMENT","INDEX NUMBER","121.683"
"19367EYCZF...","AUSTRALIA","1968","MANUFACTURING EMPLOYMENT","INDEX NUMBER","118.094"
"19367EYCZF...","AUSTRALIA","1967","MANUFACTURING EMPLOYMENT","INDEX NUMBER","117.842"
"19367EYCZF...","AUSTRALIA","1966","MANUFACTURING EMPLOYMENT","INDEX NUMBER","115.187"
"12267R..ZF...","AUSTRIA","2009","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.2"
"12267C..ZF...","AUSTRIA","2009","UNEMPLOYMENT","THOUSANDS","260300"
"12267D..ZF...","AUSTRIA","2009","LABOUR FORCE","THOUSANDS","3633830"
"12267E..ZF...","AUSTRIA","2009","EMPLOYMENT","THOUSANDS","3373530"
"12267R..ZF...","AUSTRIA","2008","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.8"
"12267C..ZF...","AUSTRIA","2008","UNEMPLOYMENT","THOUSANDS","212253"
"12267D..ZF...","AUSTRIA","2008","LABOUR FORCE","THOUSANDS","3632750"
"12267E..ZF...","AUSTRIA","2008","EMPLOYMENT","THOUSANDS","3420490"
"12267...ZF...","AUSTRIA","2008","EMPLOYMENT","INDEX NUMBER","105.69"
"12267R..ZF...","AUSTRIA","2007","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.225"
"12267C..ZF...","AUSTRIA","2007","UNEMPLOYMENT","THOUSANDS","222242"
"12267D..ZF...","AUSTRIA","2007","LABOUR FORCE","THOUSANDS","3566290"
"12267E..ZF...","AUSTRIA","2007","EMPLOYMENT","THOUSANDS","3344040"
"12267...ZF...","AUSTRIA","2007","EMPLOYMENT","INDEX NUMBER","103.328"
"12267R..ZF...","AUSTRIA","2006","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.80833"
"12267C..ZF...","AUSTRIA","2006","UNEMPLOYMENT","THOUSANDS","239174"
"12267D..ZF...","AUSTRIA","2006","LABOUR FORCE","THOUSANDS","3520050"
"12267E..ZF...","AUSTRIA","2006","EMPLOYMENT","THOUSANDS","3280880"
"12267...ZF...","AUSTRIA","2006","EMPLOYMENT","INDEX NUMBER","101.449"
"12267R..ZF...","AUSTRIA","2005","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.26667"
"12267C..ZF...","AUSTRIA","2005","UNEMPLOYMENT","THOUSANDS","252654"
"12267D..ZF...","AUSTRIA","2005","LABOUR FORCE","THOUSANDS","3482940"
"12267E..ZF...","AUSTRIA","2005","EMPLOYMENT","THOUSANDS","3230290"
"12267...ZF...","AUSTRIA","2005","EMPLOYMENT","INDEX NUMBER","100"
"12267R..ZF...","AUSTRIA","2004","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.075"
"12267C..ZF...","AUSTRIA","2004","UNEMPLOYMENT","THOUSANDS","243880"
"12267D..ZF...","AUSTRIA","2004","LABOUR FORCE","THOUSANDS","3442470"
"12267E..ZF...","AUSTRIA","2004","EMPLOYMENT","THOUSANDS","3198590"
"12267...ZF...","AUSTRIA","2004","EMPLOYMENT","INDEX NUMBER","96.288"
"12267R..ZF...","AUSTRIA","2003","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.00833"
"12267C..ZF...","AUSTRIA","2003","UNEMPLOYMENT","THOUSANDS","240079"
"12267D..ZF...","AUSTRIA","2003","LABOUR FORCE","THOUSANDS","3424840"
"12267E..ZF...","AUSTRIA","2003","EMPLOYMENT","THOUSANDS","3184760"
"12267...ZF...","AUSTRIA","2003","EMPLOYMENT","INDEX NUMBER","98.3798"
"12267R..ZF...","AUSTRIA","2002","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.875"
"12267C..ZF...","AUSTRIA","2002","UNEMPLOYMENT","THOUSANDS","232418"
"12267D..ZF...","AUSTRIA","2002","LABOUR FORCE","THOUSANDS","3387580"
"12267E..ZF...","AUSTRIA","2002","EMPLOYMENT","THOUSANDS","3155160"
"12267...ZF...","AUSTRIA","2002","EMPLOYMENT","INDEX NUMBER","97.4851"
"12267R..ZF...","AUSTRIA","2001","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.09167"
"12267C..ZF...","AUSTRIA","2001","UNEMPLOYMENT","THOUSANDS","203883"
"12267D..ZF...","AUSTRIA","2001","LABOUR FORCE","THOUSANDS","3352040"
"12267E..ZF...","AUSTRIA","2001","EMPLOYMENT","THOUSANDS","3148150"
"12267...ZF...","AUSTRIA","2001","EMPLOYMENT","INDEX NUMBER","97.2758"
"12267R..ZF...","AUSTRIA","2000","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.84167"
"12267C..ZF...","AUSTRIA","2000","UNEMPLOYMENT","THOUSANDS","194314"
"12267D..ZF...","AUSTRIA","2000","LABOUR FORCE","THOUSANDS","3328050"
"12267E..ZF...","AUSTRIA","2000","EMPLOYMENT","THOUSANDS","3133740"
"12267...ZF...","AUSTRIA","2000","EMPLOYMENT","INDEX NUMBER","96.8295"
"12267R..ZF...","AUSTRIA","1999","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.66667"
"12267C..ZF...","AUSTRIA","1999","UNEMPLOYMENT","THOUSANDS","221742"
"12267D..ZF...","AUSTRIA","1999","LABOUR FORCE","THOUSANDS","3329640"
"12267E..ZF...","AUSTRIA","1999","EMPLOYMENT","THOUSANDS","3107900"
"12267...ZF...","AUSTRIA","1999","EMPLOYMENT","INDEX NUMBER","96.0565"
"12267R..ZF...","AUSTRIA","1998","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.16667"
"12267C..ZF...","AUSTRIA","1998","UNEMPLOYMENT","THOUSANDS","237794"
"12267D..ZF...","AUSTRIA","1998","LABOUR FORCE","THOUSANDS","3314460"
"12267E..ZF...","AUSTRIA","1998","EMPLOYMENT","THOUSANDS","3076670"
"12267...ZF...","AUSTRIA","1998","EMPLOYMENT","INDEX NUMBER","95.0252"
"12267R..ZF...","AUSTRIA","1997","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.09167"
"12267C..ZF...","AUSTRIA","1997","UNEMPLOYMENT","THOUSANDS","233348"
"12267D..ZF...","AUSTRIA","1997","LABOUR FORCE","THOUSANDS","3288920"
"12267E..ZF...","AUSTRIA","1997","EMPLOYMENT","THOUSANDS","3055570"
"12267...ZF...","AUSTRIA","1997","EMPLOYMENT","INDEX NUMBER","94.4156"
"12267R..ZF...","AUSTRIA","1996","UNEMPLOYMENT RATE","PERCENT PER ANNU","7.03333"
"12267C..ZF...","AUSTRIA","1996","UNEMPLOYMENT","THOUSANDS","230507"
"12267D..ZF...","AUSTRIA","1996","LABOUR FORCE","THOUSANDS","3277760"
"12267E..ZF...","AUSTRIA","1996","EMPLOYMENT","THOUSANDS","3047250"
"12267...ZF...","AUSTRIA","1996","EMPLOYMENT","INDEX NUMBER","94.1565"
"12267R..ZF...","AUSTRIA","1995","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.58333"
"12267C..ZF...","AUSTRIA","1995","UNEMPLOYMENT","THOUSANDS","215716"
"12267D..ZF...","AUSTRIA","1995","LABOUR FORCE","THOUSANDS","3283900"
"12267E..ZF...","AUSTRIA","1995","EMPLOYMENT","THOUSANDS","3068190"
"12267...ZF...","AUSTRIA","1995","EMPLOYMENT","INDEX NUMBER","94.8046"
"12267R..ZF...","AUSTRIA","1994","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.54167"
"12267C..ZF...","AUSTRIA","1994","UNEMPLOYMENT","THOUSANDS","214941"
"12267D..ZF...","AUSTRIA","1994","LABOUR FORCE","THOUSANDS","3285670"
"12267E..ZF...","AUSTRIA","1994","EMPLOYMENT","THOUSANDS","3070730"
"12267...ZF...","AUSTRIA","1994","EMPLOYMENT","INDEX NUMBER","94.8828"
"12267R..ZF...","AUSTRIA","1993","UNEMPLOYMENT RATE","PERCENT PER ANNU","6.78333"
"12267C..ZF...","AUSTRIA","1993","UNEMPLOYMENT","THOUSANDS","222264"
"12267D..ZF...","AUSTRIA","1993","LABOUR FORCE","THOUSANDS","3277170"
"12267E..ZF...","AUSTRIA","1993","EMPLOYMENT","THOUSANDS","3054910"
"12267...ZF...","AUSTRIA","1993","EMPLOYMENT","INDEX NUMBER","94.3943"
"12267R..ZF...","AUSTRIA","1992","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.95"
"12267C..ZF...","AUSTRIA","1992","UNEMPLOYMENT","THOUSANDS","193098"
"12267D..ZF...","AUSTRIA","1992","LABOUR FORCE","THOUSANDS","3248910"
"12267E..ZF...","AUSTRIA","1992","EMPLOYMENT","THOUSANDS","3055810"
"12267...ZF...","AUSTRIA","1992","EMPLOYMENT","INDEX NUMBER","94.422"
"12267R..ZF...","AUSTRIA","1991","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.825"
"12267C..ZF...","AUSTRIA","1991","UNEMPLOYMENT","THOUSANDS","185029"
"12267D..ZF...","AUSTRIA","1991","LABOUR FORCE","THOUSANDS","3182380"
"12267E..ZF...","AUSTRIA","1991","EMPLOYMENT","THOUSANDS","2997350"
"12267...ZF...","AUSTRIA","1991","EMPLOYMENT","INDEX NUMBER","92.6157"
"12267R..ZF...","AUSTRIA","1990","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.36667"
"12267C..ZF...","AUSTRIA","1990","UNEMPLOYMENT","THOUSANDS","165795"
"12267D..ZF...","AUSTRIA","1990","LABOUR FORCE","THOUSANDS","3094460"
"12267E..ZF...","AUSTRIA","1990","EMPLOYMENT","THOUSANDS","2928660"
"12267...ZF...","AUSTRIA","1990","EMPLOYMENT","INDEX NUMBER","90.4932"
"12267R..ZF...","AUSTRIA","1989","UNEMPLOYMENT RATE","PERCENT PER ANNU","4.95833"
"12267C..ZF...","AUSTRIA","1989","UNEMPLOYMENT","THOUSANDS","149177"
"12267D..ZF...","AUSTRIA","1989","LABOUR FORCE","THOUSANDS","3011470"
"12267E..ZF...","AUSTRIA","1989","EMPLOYMENT","THOUSANDS","2862290"
"12267...ZF...","AUSTRIA","1989","EMPLOYMENT","INDEX NUMBER","88.4424"
"12267R..ZF...","AUSTRIA","1988","UNEMPLOYMENT RATE","PERCENT PER ANNU","5.36667"
"12267C..ZF...","AUSTRIA","1988","UNEMPLOYMENT","THOUSANDS","158631"
"12267D..ZF...","AUSTRIA","1988","LABOUR FORCE","THOUSANDS","2969110"
