"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Qatar","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","68058",""
"Qatar","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","63607",""
"Qatar","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","48324",""
"Qatar","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","98527",""
"Qatar","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","89879",""
"Qatar","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","77187",""
"Qatar","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","71282",""
"Qatar","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","54415",""
"Qatar","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","43070",""
"Qatar","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","36383",""
"Qatar","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","26531",""
"Qatar","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","23718",""
"Qatar","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","20089",""
"Qatar","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","173078",""
"Qatar","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","135707",""
"Qatar","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","109069",""
"Qatar","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","88671",""
"Qatar","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","67990",""
"Qatar","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3730",""
"Qatar","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","3215",""
"Qatar","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2329",""
"Qatar","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1980",""
"Qatar","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1525",""
"Qatar","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","88332",""
"Qatar","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","81122",""
"Qatar","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","71454",""
"Qatar","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","65900",""
"Qatar","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","51012",""
"Qatar","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","101928",""
"Qatar","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","95684",""
"Qatar","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","80236",""
"Qatar","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","73935",""
"Qatar","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","57623",""
"Qatar","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","67621",""
"Qatar","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","49561",""
"Qatar","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","47404",""
"Qatar","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","34656",""
"Qatar","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","34448",""
"Qatar","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","439559",""
"Qatar","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","313909",""
"Qatar","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","270871",""
"Qatar","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","244084",""
"Qatar","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","189647",""
"Qatar","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","6697",""
"Qatar","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","5394",""
"Qatar","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3955",""
"Qatar","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3186",""
"Qatar","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2137",""
"Republic of Moldova","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","377433",""
"Republic of Moldova","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","490333",""
"Republic of Moldova","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","581330",""
"Republic of Moldova","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","606758",""
"Republic of Moldova","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","572906",""
"Republic of Moldova","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","496302",""
"Republic of Moldova","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","611853",""
"Republic of Moldova","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","690973",""
"Republic of Moldova","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","713285",""
"Republic of Moldova","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","670068",""
"Republic of Moldova","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","374060",""
"Republic of Moldova","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","353054",""
"Republic of Moldova","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","341958",""
"Republic of Moldova","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","330490",""
"Republic of Moldova","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","354231",""
"Republic of Moldova","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1373690",""
"Republic of Moldova","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1411290",""
"Republic of Moldova","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1446150",""
"Republic of Moldova","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1452879",""
"Republic of Moldova","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1448071",""
"Republic of Moldova","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","270606",""
"Republic of Moldova","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","259239",""
"Republic of Moldova","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","253443",""
"Republic of Moldova","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","231403",""
"Republic of Moldova","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","198976",""
"Republic of Moldova","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","398512",""
"Republic of Moldova","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","515922",""
"Republic of Moldova","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","610406",""
"Republic of Moldova","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","633043",""
"Republic of Moldova","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","592844",""
"Republic of Moldova","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","523815",""
"Republic of Moldova","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","643989",""
"Republic of Moldova","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","723422",""
"Republic of Moldova","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","741890",""
"Republic of Moldova","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","692290",""
"Republic of Moldova","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","396018",""
"Republic of Moldova","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","368803",""
"Republic of Moldova","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","350446",""
"Republic of Moldova","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","337013",""
"Republic of Moldova","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","354863",""
"Republic of Moldova","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1298640",""
"Republic of Moldova","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1315856",""
"Republic of Moldova","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1339936",""
"Republic of Moldova","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1332293",""
"Republic of Moldova","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1302120",""
"Republic of Moldova","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","157780",""
"Republic of Moldova","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","152797",""
"Republic of Moldova","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","148028",""
"Republic of Moldova","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","132263",""
"Republic of Moldova","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","117040",""
"Reunion","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","105045",""
"Reunion","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","100927",""
"Reunion","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","97807",""
"Reunion","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","93661",""
"Reunion","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","91707",""
"Reunion","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","125471",""
"Reunion","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","120897",""
"Reunion","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","116485",""
"Reunion","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","112269",""
"Reunion","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","110298",""
"Reunion","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","64442",""
"Reunion","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","60187",""
"Reunion","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","58703",""
"Reunion","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","61175",""
"Reunion","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","59890",""
"Reunion","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","264106",""
"Reunion","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","241780",""
"Reunion","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","217552",""
"Reunion","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","194063",""
"Reunion","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","174007",""
"Reunion","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","32182",""
"Reunion","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","27075",""
"Reunion","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","23231",""
"Reunion","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","20194",""
"Reunion","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","17754",""
"Reunion","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","105361",""
"Reunion","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","101579",""
"Reunion","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","98467",""
"Reunion","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","94351",""
"Reunion","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","93377",""
"Reunion","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","126224",""
"Reunion","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","121958",""
"Reunion","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","117492",""
"Reunion","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","112968",""
"Reunion","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","110989",""
"Reunion","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","65659",""
"Reunion","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","61039",""
"Reunion","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","58685",""
"Reunion","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","59823",""
"Reunion","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","57645",""
"Reunion","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","256617",""
"Reunion","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","234700",""
"Reunion","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","211118",""
"Reunion","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","188740",""
"Reunion","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","167340",""
"Reunion","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","21848",""
"Reunion","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","18131",""
"Reunion","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","15476",""
"Reunion","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","12985",""
"Reunion","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","10752",""
"Romania","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1649363",""
"Romania","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1991649",""
"Romania","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2272274",""
"Romania","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2674626",""
"Romania","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2736808",""
"Romania","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2144754",""
"Romania","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2466233",""
"Romania","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2845663",""
"Romania","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3221293",""
"Romania","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3346584",""
"Romania","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1617024",""
"Romania","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1731789",""
"Romania","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1855536",""
"Romania","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1887175",""
"Romania","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1667522",""
"Romania","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","7563451",""
"Romania","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","7591927",""
"Romania","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","7699403",""
"Romania","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","7673827",""
"Romania","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7518279",""
"Romania","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1878533",""
"Romania","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1739480",""
"Romania","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1585299",""
"Romania","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1409120",""
"Romania","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1255437",""
"Romania","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1738949",""
"Romania","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2086275",""
"Romania","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2372167",""
"Romania","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2794050",""
"Romania","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2865829",""
"Romania","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2254019",""
"Romania","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2580741",""
"Romania","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2971889",""
"Romania","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3365770",""
"Romania","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3500108",""
"Romania","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1684054",""
"Romania","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1808499",""
"Romania","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1929738",""
"Romania","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1966304",""
"Romania","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1740515",""
"Romania","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","7480989",""
"Romania","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","7488262",""
"Romania","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","7616479",""
"Romania","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","7650595",""
"Romania","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7450499",""
"Romania","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1316272",""
"Romania","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1239940",""
"Romania","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1135333",""
"Romania","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1004500",""
"Romania","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","897984",""
"Russian Federation","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","10605934",""
"Russian Federation","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","13061098",""
"Russian Federation","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","15662146",""
"Russian Federation","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","16768338",""
"Russian Federation","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","15988389",""
"Russian Federation","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","14037224",""
"Russian Federation","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","16750955",""
"Russian Federation","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","18958827",""
"Russian Federation","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","19845331",""
"Russian Federation","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","18663188",""
"Russian Federation","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","12097513",""
"Russian Federation","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","11547666",""
"Russian Federation","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","10464891",""
"Russian Federation","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","9712142",""
"Russian Federation","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","10359661",""
"Russian Federation","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","53080363",""
"Russian Federation","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","53000176",""
"Russian Federation","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","51198059",""
"Russian Federation","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","51335477",""
"Russian Federation","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","50688719",""
"Russian Federation","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","13453145",""
"Russian Federation","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","12413453",""
"Russian Federation","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","12253749",""
"Russian Federation","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","10854808",""
"Russian Federation","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","10194833",""
"Russian Federation","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","11138843",""
"Russian Federation","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","13647347",""
"Russian Federation","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","16303636",""
"Russian Federation","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","17365178",""
"Russian Federation","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","16542146",""
"Russian Federation","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","14700716",""
"Russian Federation","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","17467355",""
"Russian Federation","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","19692819",""
"Russian Federation","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","20545026",""
"Russian Federation","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","19338120",""
"Russian Federation","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","12432607",""
"Russian Federation","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","11844620",""
"Russian Federation","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","10853990",""
"Russian Federation","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","10160446",""
"Russian Federation","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","10740355",""
"Russian Federation","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","49286813",""
"Russian Federation","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","49584758",""
"Russian Federation","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","48400660",""
"Russian Federation","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","48346035",""
"Russian Federation","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","46388000",""
"Russian Federation","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","6387988",""
"Russian Federation","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","5716211",""
"Russian Federation","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5305604",""
"Russian Federation","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3945080",""
"Russian Federation","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3666607",""
"Rwanda","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2020481",""
"Rwanda","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1961446",""
"Rwanda","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1454211",""
"Rwanda","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1863034",""
"Rwanda","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1512217",""
"Rwanda","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2412207",""
"Rwanda","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2298503",""
"Rwanda","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1638720",""
"Rwanda","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2080854",""
"Rwanda","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1703416",""
"Rwanda","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1161397",""
"Rwanda","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","899572",""
"Rwanda","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","514060",""
"Rwanda","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","652743",""
"Rwanda","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","607483",""
"Rwanda","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2629704",""
"Rwanda","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2172718",""
"Rwanda","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1399905",""
"Rwanda","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1793264",""
"Rwanda","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1580001",""
"Rwanda","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","136746",""
"Rwanda","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","122261",""
"Rwanda","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","80582",""
"Rwanda","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","101344",""
