"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Chile","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","463935",""
"Chile","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","389574",""
"Chile","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","330011",""
"Chile","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","290881",""
"China","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","132684859","3"
"China","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","149485094","3"
"China","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","153435500","3"
"China","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","152355328","3"
"China","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","156639406","3"
"China","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","166359687","3"
"China","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","179162868","3"
"China","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","180742528","3"
"China","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","187118499","3"
"China","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","194945158","3"
"China","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","103578211","3"
"China","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","95041242","3"
"China","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","106508930","3"
"China","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","121994883","3"
"China","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","114565445","3"
"China","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","449754188","3"
"China","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","418856875","3"
"China","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","394631563","3"
"China","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","369472656","3"
"China","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","329943813","3"
"China","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","52364273","3"
"China","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","45625246","3"
"China","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","38798121","3"
"China","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","33934477","3"
"China","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","29880170","3"
"China","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","151086438","3"
"China","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","167289063","3"
"China","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","169852266","3"
"China","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","166218688","3"
"China","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","168603813","3"
"China","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","188212460","3"
"China","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","200040873","3"
"China","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","199037874","3"
"China","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","203156446","3"
"China","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","209497085","3"
"China","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","113804609","3"
"China","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","102705523","3"
"China","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","113198289","3"
"China","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","129921242","3"
"China","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","122394266","3"
"China","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","478989125","3"
"China","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","447592063","3"
"China","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","422990969","3"
"China","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","398508719","3"
"China","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","357728813","3"
"China","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","48099988","3"
"China","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","41113359","3"
"China","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","34023176","3"
"China","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","28579113","3"
"China","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","24110068","3"
"Colombia","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","6672923",""
"Colombia","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","6639555",""
"Colombia","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","6465616",""
"Colombia","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","6193325",""
"Colombia","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","5879168",""
"Colombia","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","7964604",""
"Colombia","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","7874485",""
"Colombia","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","7655948",""
"Colombia","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","7279669",""
"Colombia","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","6987961",""
"Colombia","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","4151501",""
"Colombia","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","3970060",""
"Colombia","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3723406",""
"Colombia","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3601288",""
"Colombia","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3469083",""
"Colombia","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","14835089",""
"Colombia","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","13371324",""
"Colombia","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","11935245",""
"Colombia","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","10563842",""
"Colombia","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","9306770",""
"Colombia","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1303797",""
"Colombia","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1114527",""
"Colombia","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","952505",""
"Colombia","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","824318",""
"Colombia","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","699490",""
"Colombia","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","6949173",""
"Colombia","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","6908193",""
"Colombia","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","6718062",""
"Colombia","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","6422924",""
"Colombia","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","6083694",""
"Colombia","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","8286437",""
"Colombia","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","8183214",""
"Colombia","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","7942663",""
"Colombia","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","7540830",""
"Colombia","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7225531",""
"Colombia","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","4243567",""
"Colombia","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","4038626",""
"Colombia","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3773194",""
"Colombia","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3670937",""
"Colombia","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3547314",""
"Colombia","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","14180188",""
"Colombia","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","12780345",""
"Colombia","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","11434384",""
"Colombia","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","10210902",""
"Colombia","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","9031341",""
"Colombia","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1004620",""
"Colombia","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","868650",""
"Colombia","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","752758",""
"Colombia","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","659214",""
"Colombia","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","563628",""
"Comoros","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","164980","4"
"Comoros","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","148469","4"
"Comoros","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","135570","4"
"Comoros","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","122456","4"
"Comoros","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","108685","4"
"Comoros","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","190819","4"
"Comoros","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","173754","4"
"Comoros","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","156819","4"
"Comoros","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","140235","4"
"Comoros","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","123789","4"
"Comoros","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","82650","4"
"Comoros","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","74277","4"
"Comoros","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","61971","4"
"Comoros","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","52142","4"
"Comoros","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","43882","4"
"Comoros","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","220696","4"
"Comoros","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","189989","4"
"Comoros","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","158978","4"
"Comoros","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","133520","4"
"Comoros","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","113163","4"
"Comoros","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","11933","4"
"Comoros","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","10155","4"
"Comoros","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","8548","4"
"Comoros","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","7255","4"
"Comoros","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","6229","4"
"Comoros","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","169876","4"
"Comoros","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","152574","4"
"Comoros","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","138884","4"
"Comoros","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","125005","4"
"Comoros","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","110673","4"
"Comoros","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","196267","4"
"Comoros","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","178315","4"
"Comoros","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","160462","4"
"Comoros","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","143001","4"
"Comoros","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","126047","4"
"Comoros","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","84065","4"
"Comoros","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","75367","4"
"Comoros","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","62742","4"
"Comoros","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","52875","4"
"Comoros","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","44662","4"
"Comoros","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","220997","4"
"Comoros","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","189937","4"
"Comoros","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","158537","4"
"Comoros","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","132803","4"
"Comoros","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","112289","4"
"Comoros","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","9420","4"
"Comoros","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","7911","4"
"Comoros","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","6600","4"
"Comoros","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","5552","4"
"Comoros","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","4759","4"
"Congo","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","754666",""
"Congo","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","672035",""
"Congo","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","600489",""
"Congo","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","534435",""
"Congo","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","472576",""
"Congo","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","873737",""
"Congo","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","779886",""
"Congo","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","696088",""
"Congo","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","616633",""
"Congo","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","542140",""
"Congo","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","366314",""
"Congo","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","331550",""
"Congo","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","286050",""
"Congo","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","242483",""
"Congo","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","202550",""
"Congo","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1000517",""
"Congo","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","889285",""
"Congo","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","762640",""
"Congo","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","647581",""
"Congo","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","550783",""
"Congo","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","66266",""
"Congo","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","58508",""
"Congo","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","50683",""
"Congo","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","44155",""
"Congo","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","38640",""
"Congo","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","758467",""
"Congo","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","674984",""
"Congo","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","602421",""
"Congo","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","535564",""
"Congo","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","473272",""
"Congo","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","877494",""
"Congo","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","782490",""
"Congo","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","697766",""
"Congo","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","617521",""
"Congo","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","542364",""
"Congo","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","365110",""
"Congo","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","329899",""
"Congo","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","284703",""
"Congo","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","240683",""
"Congo","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","200044",""
"Congo","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","980566",""
"Congo","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","863808",""
"Congo","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","738477",""
"Congo","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","626915",""
"Congo","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","531670",""
"Congo","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","49369",""
"Congo","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","44241",""
"Congo","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","38471",""
"Congo","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","33325",""
"Congo","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","28955",""
"Congo Dem. Rep.","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","13832442",""
"Congo Dem. Rep.","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","11888128",""
"Congo Dem. Rep.","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","10636733",""
"Congo Dem. Rep.","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","8872795",""
"Congo Dem. Rep.","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7560505",""
"Congo Dem. Rep.","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","15780071",""
"Congo Dem. Rep.","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","13581919",""
"Congo Dem. Rep.","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","12133517",""
"Congo Dem. Rep.","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","10104424",""
"Congo Dem. Rep.","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","8596185",""
"Congo Dem. Rep.","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","5785300",""
"Congo Dem. Rep.","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","4999093",""
"Congo Dem. Rep.","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","4385640",""
"Congo Dem. Rep.","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3604376",""
"Congo Dem. Rep.","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3048264",""
"Congo Dem. Rep.","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","14957483",""
"Congo Dem. Rep.","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","12994684",""
"Congo Dem. Rep.","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","11624017",""
"Congo Dem. Rep.","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","9765446",""
"Congo Dem. Rep.","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","8410247",""
"Congo Dem. Rep.","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","884599",""
"Congo Dem. Rep.","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","778723",""
"Congo Dem. Rep.","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","714490",""
"Congo Dem. Rep.","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","608930",""
"Congo Dem. Rep.","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","531056",""
"Congo Dem. Rep.","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","13879670",""
"Congo Dem. Rep.","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","11929022",""
"Congo Dem. Rep.","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","10688913",""
"Congo Dem. Rep.","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","8917429",""
"Congo Dem. Rep.","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7594271",""
"Congo Dem. Rep.","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","15832705",""
"Congo Dem. Rep.","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","13627759",""
"Congo Dem. Rep.","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","12190216",""
"Congo Dem. Rep.","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","10150342",""
"Congo Dem. Rep.","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","8628234",""
"Congo Dem. Rep.","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","5786334",""
"Congo Dem. Rep.","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","4998496",""
"Congo Dem. Rep.","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","4380421",""
"Congo Dem. Rep.","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3590081",""
"Congo Dem. Rep.","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","3028702",""
"Congo Dem. Rep.","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","14539134",""
"Congo Dem. Rep.","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","12532571",""
"Congo Dem. Rep.","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","11161879",""
"Congo Dem. Rep.","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","9346406",""
"Congo Dem. Rep.","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7979158",""
"Congo Dem. Rep.","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","647219",""
"Congo Dem. Rep.","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","565595",""
"Congo Dem. Rep.","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","513260",""
"Congo Dem. Rep.","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","430980",""
"Congo Dem. Rep.","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","367992",""
"Costa Rica","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","596563",""
"Costa Rica","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","606670",""
"Costa Rica","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","583629",""
"Costa Rica","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","538944",""
"Costa Rica","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","473300",""
"Costa Rica","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","727093",""
"Costa Rica","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","725484",""
"Costa Rica","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","683968",""
"Costa Rica","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","622673",""
"Costa Rica","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","558936",""
"Costa Rica","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","416691",""
"Costa Rica","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","366495",""
"Costa Rica","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","306100",""
"Costa Rica","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","284470",""
"Costa Rica","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","285018",""
"Costa Rica","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1396598",""
"Costa Rica","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1212365",""
"Costa Rica","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1031038",""
