GEO.id,GEO.id2,GEO.display-label,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC06,HC02_VC06,HC03_VC06,HC04_VC06,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC115,HC02_VC115,HC03_VC115,HC04_VC115,HC01_VC128,HC02_VC128,HC03_VC128,HC04_VC128,HC01_VC130,HC02_VC130,HC03_VC130,HC04_VC130,HC01_VC137,HC02_VC137,HC03_VC137,HC04_VC137,HC01_VC138,HC02_VC138,HC03_VC138,HC04_VC138,HC01_VC139,HC02_VC139,HC03_VC139,HC04_VC139,HC01_VC141,HC02_VC141,HC03_VC141,HC04_VC141,HC01_VC143,HC02_VC143,HC03_VC143,HC04_VC143,HC01_VC144,HC02_VC144,HC03_VC144,HC04_VC144,HC01_VC146,HC02_VC146,HC03_VC146,HC04_VC146,HC01_VC148,HC02_VC148,HC03_VC148,HC04_VC148,HC01_VC150,HC02_VC150,HC03_VC150,HC04_VC150,HC01_VC152,HC02_VC152,HC03_VC152,HC04_VC152,HC01_VC156,HC02_VC156,HC03_VC156,HC04_VC156,HC01_VC157,HC02_VC157,HC03_VC157,HC04_VC157,HC01_VC158,HC02_VC158,HC03_VC158,HC04_VC158,HC01_VC159,HC02_VC159,HC03_VC159,HC04_VC159,HC01_VC160,HC02_VC160,HC03_VC160,HC04_VC160,HC01_VC161,HC02_VC161,HC03_VC161,HC04_VC161,HC01_VC162,HC02_VC162,HC03_VC162,HC04_VC162,HC01_VC163,HC02_VC163,HC03_VC163,HC04_VC163,HC01_VC164,HC02_VC164,HC03_VC164,HC04_VC164,HC01_VC167,HC02_VC167,HC03_VC167,HC04_VC167,HC01_VC168,HC02_VC168,HC03_VC168,HC04_VC168,HC01_VC170,HC02_VC170,HC03_VC170,HC04_VC170,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171,HC01_VC173,HC02_VC173,HC03_VC173,HC04_VC173
1600000US3347940,3347940,"Milford CDP, New Hampshire",5757,413,77.5,3.4,5743,414,77.3,3.4,327,138,4.4,1.8,2716,286,70.9,5.1,2716,286,70.9,5.1,2515,277,65.6,5.5,3282,188,86.6,3.0,75467,6057,(X),(X),852,156,22.5,4.0,14301,1611,(X),(X),572,123,15.1,3.2,14667,4395,(X),(X),72,62,1.9,1.7,11225,2992,(X),(X),24,29,0.6,0.8,1079,428,(X),(X),31866,2748,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),6.4,4.2,(X),(X),10.2,7.2,(X),(X),21.7,17.5,(X),(X),4.8,4.7,(X),(X),8.5,10.3,(X),(X),14.9,20.0,(X),(X),8.5,9.4,(X),(X),13.6,15.0,(X),(X),37.8,49.7,(X),(X),12.2,9.6,(X),(X),10.4,8.2,(X),(X),6.7,7.0,(X),(X),9.4,3.4,(X),(X),9.5,7.8
1600000US3348580,3348580,"Milton CDP, New Hampshire",420,153,73.8,11.2,420,153,73.8,11.2,55,51,9.7,8.9,194,86,78.9,16.9,194,86,78.9,16.9,180,83,73.2,17.7,236,94,85.8,15.3,62597,15731,(X),(X),64,54,23.3,17.8,17481,2316,(X),(X),24,39,8.7,13.5,3513,4,(X),(X),0,85,0.0,10.3,-,**,(X),(X),19,31,6.9,11.2,1500,5,(X),(X),25917,6097,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,13.7,(X),(X),0.0,27.5,(X),(X),0.0,79.0,(X),(X),0.0,22.0,(X),(X),0.0,54.8,(X),(X),0.0,79.0,(X),(X),0.0,59.4,(X),(X),0.0,59.4,(X),(X),-,**,(X),(X),0.0,22.7,(X),(X),0.0,22.7,(X),(X),0.0,25.1,(X),(X),7.4,8.5,(X),(X),0.0,45.1
1600000US3348740,3348740,"Milton Mills CDP, New Hampshire",95,90,77.9,25.5,95,90,77.9,25.5,20,33,16.4,23.5,48,47,64.0,34.8,48,47,64.0,34.8,48,47,64.0,34.8,49,47,100.0,40.7,64157,16873,(X),(X),0,85,0.0,40.7,-,**,(X),(X),0,85,0.0,40.7,-,**,(X),(X),0,85,0.0,40.7,-,**,(X),(X),0,85,0.0,40.7,-,**,(X),(X),21553,9537,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,47.5,(X),(X),0.0,47.5,(X),(X),-,**,(X),(X),0.0,76.1,(X),(X),0.0,76.1,(X),(X),-,**,(X),(X),0.0,60.7,(X),(X),0.0,60.7,(X),(X),-,**,(X),(X),0.0,44.5,(X),(X),0.0,44.5,(X),(X),0.0,44.5,(X),(X),0.0,24.1,(X),(X),-,**
1600000US3349600,3349600,"Mountain Lakes CDP, New Hampshire",371,183,83.0,11.6,371,183,83.0,11.6,29,35,6.5,7.1,174,86,76.0,19.4,174,86,76.0,19.4,165,86,72.1,19.4,201,87,94.4,6.9,61678,14656,(X),(X),21,15,9.9,8.4,21424,7902,(X),(X),26,20,12.2,10.8,19392,14966,(X),(X),0,85,0.0,13.1,-,**,(X),(X),16,26,7.5,13.3,344,10,(X),(X),24780,8955,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),1.8,2.9,(X),(X),4.2,8.2,(X),(X),17.6,28.1,(X),(X),1.8,2.9,(X),(X),4.2,8.2,(X),(X),17.6,28.1,(X),(X),-,**,(X),(X),-,**,(X),(X),-,**,(X),(X),2.9,6.0,(X),(X),2.9,6.0,(X),(X),0.0,27.2,(X),(X),10.1,10.9,(X),(X),10.8,15.1
1600000US3350260,3350260,"Nashua city, New Hampshire",50392,902,72.5,1.2,50366,904,72.5,1.2,4128,429,5.9,0.6,23867,668,66.8,1.6,23851,667,66.8,1.6,21710,706,60.8,1.6,28883,527,82.0,1.4,82842,2408,(X),(X),9372,446,26.6,1.2,16871,551,(X),(X),5520,449,15.7,1.2,19361,1866,(X),(X),1493,247,4.2,0.7,8898,885,(X),(X),1195,225,3.4,0.6,3453,864,(X),(X),33032,971,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),5.4,1.2,(X),(X),8.4,2.0,(X),(X),9.6,4.8,(X),(X),1.8,0.7,(X),(X),1.6,1.0,(X),(X),1.6,1.7,(X),(X),18.5,5.0,(X),(X),28.4,7.5,(X),(X),28.6,17.5,(X),(X),9.9,2.3,(X),(X),9.6,2.4,(X),(X),8.4,2.6,(X),(X),7.3,0.9,(X),(X),6.8,1.8
1600000US3351300,3351300,"Newfields CDP, New Hampshire",139,44,70.2,11.3,139,44,70.2,11.3,4,6,2.0,2.9,59,26,65.6,17.0,59,26,65.6,17.0,59,26,65.6,17.0,84,27,84.0,11.8,72880,23441,(X),(X),43,20,43.0,17.0,15553,3207,(X),(X),14,11,14.0,11.0,18150,17153,(X),(X),5,5,5.0,5.5,17140,5709,(X),(X),2,4,2.0,4.3,-,**,(X),(X),32913,5622,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,37.0,(X),(X),0.0,48.9,(X),(X),0.0,100.0,(X),(X),0.0,37.7,(X),(X),0.0,48.9,(X),(X),0.0,100.0,(X),(X),0.0,100.0,(X),(X),-,**,(X),(X),-,**,(X),(X),0.0,36.7,(X),(X),0.0,36.7,(X),(X),0.0,38.1,(X),(X),0.0,15.1,(X),(X),0.0,46.2
1600000US3351460,3351460,"New Hampton CDP, New Hampshire",186,50,73.8,10.0,186,50,73.8,10.0,0,85,0.0,11.2,105,38,69.5,12.4,105,38,69.5,12.4,105,38,69.5,12.4,104,30,88.9,7.1,62750,16065,(X),(X),31,16,26.5,13.6,23439,3527,(X),(X),19,9,16.2,9.0,26768,6703,(X),(X),6,8,5.1,6.9,4267,30,(X),(X),0,85,0.0,22.4,-,**,(X),(X),25376,5553,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9.5,9.1,(X),(X),16.1,16.8,(X),(X),-,**,(X),(X),11.8,11.3,(X),(X),23.8,24.8,(X),(X),-,**,(X),(X),0.0,63.7,(X),(X),0.0,63.7,(X),(X),-,**,(X),(X),24.7,22.1,(X),(X),24.7,22.1,(X),(X),21.4,21.5,(X),(X),16.4,14.2,(X),(X),0.0,39.5
1600000US3352020,3352020,"New London CDP, New Hampshire",581,170,42.0,12.0,581,170,42.0,12.0,3,7,0.2,0.5,343,125,40.2,13.8,343,125,40.2,13.8,343,125,40.2,13.8,220,90,68.5,14.5,68235,21391,(X),(X),174,70,54.2,14.9,19894,4544,(X),(X),90,49,28.0,15.0,34539,22038,(X),(X),0,85,0.0,8.9,-,**,(X),(X),0,85,0.0,8.9,-,**,(X),(X),19468,5508,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),10.2,16.5,(X),(X),29.4,46.2,(X),(X),100.0,73.6,(X),(X),0.0,20.2,(X),(X),0.0,47.5,(X),(X),-,**,(X),(X),100.0,73.6,(X),(X),100.0,73.6,(X),(X),100.0,73.6,(X),(X),18.5,34.0,(X),(X),18.5,34.0,(X),(X),0.0,44.5,(X),(X),11.2,10.1,(X),(X),13.8,17.8
1600000US3352260,3352260,"Newmarket CDP, New Hampshire",3343,284,79.6,3.3,3289,287,78.3,3.4,131,83,3.1,2.0,1441,175,70.5,5.8,1441,175,70.5,5.8,1397,180,68.3,6.3,2016,159,90.8,3.3,62598,5899,(X),(X),397,121,17.9,5.5,13530,2045,(X),(X),149,56,6.7,2.5,24191,8361,(X),(X),93,69,4.2,3.1,9727,3526,(X),(X),67,53,3.0,2.4,3299,1954,(X),(X),28515,2911,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),11.1,8.0,(X),(X),17.2,14.1,(X),(X),0.0,17.8,(X),(X),8.1,8.3,(X),(X),9.3,13.3,(X),(X),0.0,21.7,(X),(X),40.3,33.7,(X),(X),46.4,38.2,(X),(X),-,**,(X),(X),20.4,16.4,(X),(X),20.4,16.4,(X),(X),23.5,19.2,(X),(X),15.4,4.7,(X),(X),6.4,6.9
1600000US3352500,3352500,"Newport CDP, New Hampshire",2585,319,67.2,5.3,2585,319,67.2,5.3,113,75,2.9,1.9,1312,207,61.3,6.6,1312,207,61.3,6.6,1252,199,58.5,6.7,1505,173,74.7,4.9,49900,3760,(X),(X),728,121,36.1,5.0,13635,1470,(X),(X),248,95,12.3,4.9,13735,4696,(X),(X),90,77,4.5,3.8,7094,1384,(X),(X),90,56,4.5,2.8,2273,1612,(X),(X),20205,2280,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),8.7,5.9,(X),(X),17.9,11.9,(X),(X),13.7,27.7,(X),(X),5.8,5.7,(X),(X),12.8,12.3,(X),(X),13.7,27.7,(X),(X),31.1,31.3,(X),(X),44.6,38.9,(X),(X),-,**,(X),(X),17.2,12.9,(X),(X),17.2,12.9,(X),(X),19.8,14.8,(X),(X),14.9,4.8,(X),(X),14.9,9.7
1600000US3353860,3353860,"North Conway CDP, New Hampshire",1445,371,72.8,9.3,1445,371,72.8,9.3,35,34,1.8,1.7,549,153,59.4,12.7,549,153,59.4,12.7,525,152,56.8,12.8,917,225,80.4,10.0,43812,9593,(X),(X),311,115,27.3,10.5,13942,5519,(X),(X),104,89,9.1,7.8,12687,5457,(X),(X),95,72,8.3,6.5,8608,4057,(X),(X),27,40,2.4,3.6,911,5505,(X),(X),21664,4470,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),12.1,15.0,(X),(X),25.2,28.4,(X),(X),0.0,57.0,(X),(X),0.0,7.0,(X),(X),0.0,16.2,(X),(X),0.0,57.0,(X),(X),50.8,44.4,(X),(X),73.0,47.3,(X),(X),-,**,(X),(X),46.8,40.0,(X),(X),45.3,42.0,(X),(X),40.3,42.9,(X),(X),14.0,6.7,(X),(X),13.3,18.2
1600000US3356420,3356420,"North Walpole CDP, New Hampshire",613,166,69.1,9.7,613,166,69.1,9.7,60,50,6.8,5.7,296,109,64.8,15.1,296,109,64.8,15.1,281,107,61.5,14.6,346,77,80.3,10.7,60259,11852,(X),(X),110,50,25.5,12.2,16850,5485,(X),(X),69,40,16.0,9.7,13649,4427,(X),(X),17,20,3.9,4.5,6635,7389,(X),(X),9,17,2.1,3.8,1244,26,(X),(X),20546,4079,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9.2,10.8,(X),(X),13.5,16.3,(X),(X),41.9,48.8,(X),(X),4.6,7.4,(X),(X),8.6,18.0,(X),(X),-,**,(X),(X),18.0,24.5,(X),(X),20.5,29.4,(X),(X),41.9,48.8,(X),(X),15.1,17.8,(X),(X),15.1,17.8,(X),(X),2.2,3.9,(X),(X),15.9,7.6,(X),(X),13.6,14.8
1600000US3357220,3357220,"North Woodstock CDP, New Hampshire",267,93,66.9,13.4,267,93,66.9,13.4,4,5,1.0,1.2,117,44,57.4,14.7,117,44,57.4,14.7,113,43,55.4,14.2,152,49,76.0,12.3,53693,10807,(X),(X),74,26,37.0,12.0,19682,5196,(X),(X),39,22,19.5,9.9,24408,9513,(X),(X),3,4,1.5,2.1,7333,60,(X),(X),0,85,0.0,13.9,-,**,(X),(X),30179,6797,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,19.9,(X),(X),0.0,46.8,(X),(X),0.0,100.0,(X),(X),0.0,22.5,(X),(X),0.0,65.4,(X),(X),-,**,(X),(X),0.0,76.1,(X),(X),0.0,76.1,(X),(X),0.0,100.0,(X),(X),0.0,29.7,(X),(X),0.0,29.7,(X),(X),0.0,38.1,(X),(X),4.2,4.9,(X),(X),11.1,16.6
1600000US3360500,3360500,"Peterborough CDP, New Hampshire",1559,256,61.8,6.6,1559,256,61.8,6.6,41,44,1.6,1.7,734,168,52.4,8.9,734,168,52.4,8.9,711,159,50.7,8.5,1035,153,69.7,7.2,65229,13809,(X),(X),607,119,40.8,7.3,18740,2463,(X),(X),295,99,19.9,6.7,12106,3415,(X),(X),48,43,3.2,3.0,6610,1159,(X),(X),40,58,2.7,3.9,-,**,(X),(X),32615,4320,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),2.3,3.9,(X),(X),5.3,8.8,(X),(X),27.1,35.0,(X),(X),0.0,6.5,(X),(X),0.0,19.4,(X),(X),0.0,53.8,(X),(X),8.2,14.0,(X),(X),9.6,16.4,(X),(X),51.6,51.6,(X),(X),3.6,5.7,(X),(X),3.6,5.7,(X),(X),0.0,6.8,(X),(X),6.2,3.2,(X),(X),6.4,6.1
1600000US3361220,3361220,"Pinardville CDP, New Hampshire",2540,312,73.2,4.9,2540,312,73.2,4.9,86,55,2.5,1.5,1269,166,66.8,6.4,1269,166,66.8,6.4,1206,167,63.5,7.0,1467,157,84.1,4.1,69467,7579,(X),(X),411,86,23.6,4.8,15634,1845,(X),(X),290,100,16.6,5.6,18437,4713,(X),(X),34,37,1.9,2.1,6185,1995,(X),(X),64,55,3.7,3.1,3550,3611,(X),(X),30496,3277,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),5.7,5.2,(X),(X),0.0,9.0,(X),(X),0.0,31.7,(X),(X),2.9,4.3,(X),(X),0.0,15.2,(X),(X),0.0,44.0,(X),(X),15.3,17.2,(X),(X),0.0,21.3,(X),(X),0.0,62.2,(X),(X),0.0,6.4,(X),(X),0.0,6.4,(X),(X),0.0,8.9,(X),(X),5.8,4.4,(X),(X),11.2,13.9
1600000US3361860,3361860,"Pittsfield CDP, New Hampshire",800,222,61.9,7.2,800,222,61.9,7.2,40,43,3.1,3.2,356,109,58.8,12.8,356,109,58.8,12.8,316,113,52.2,15.5,488,117,78.1,9.2,51692,8367,(X),(X),156,58,25.0,8.7,15831,3094,(X),(X),45,26,7.2,4.4,37400,27348,(X),(X),37,26,5.9,4.1,6338,1719,(X),(X),56,54,9.0,8.6,4618,936,(X),(X),20069,4327,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,19.9,(X),(X),61.1,30.0,(X),(X),0.0,54.8,(X),(X),6.5,7.4,(X),(X),11.1,23.8,(X),(X),0.0,54.8,(X),(X),100.0,28.9,(X),(X),100.0,28.9,(X),(X),-,**,(X),(X),74.8,28.9,(X),(X),74.8,28.9,(X),(X),84.2,22.9,(X),(X),17.3,8.9,(X),(X),19.7,18.2
1600000US3362260,3362260,"Plainfield CDP, New Hampshire",114,60,68.7,14.3,114,60,68.7,14.3,0,85,0.0,16.5,49,25,62.0,29.6,49,25,62.0,29.6,49,25,62.0,29.6,68,36,81.9,20.5,74250,25830,(X),(X),47,28,56.6,24.6,10643,8720,(X),(X),18,10,21.7,14.4,31100,6056,(X),(X),0,85,0.0,29.5,-,**,(X),(X),0,85,0.0,29.5,-,**,(X),(X),27641,3766,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,29.5,(X),(X),0.0,46.2,(X),(X),0.0,95.0,(X),(X),0.0,40.7,(X),(X),0.0,59.4,(X),(X),-,**,(X),(X),0.0,57.0,(X),(X),0.0,100.0,(X),(X),-,**,(X),(X),0.0,36.0,(X),(X),0.0,36.0,(X),(X),0.0,42.0,(X),(X),0.0,17.1,(X),(X),0.0,42.5
1600000US3362580,3362580,"Plymouth CDP, New Hampshire",1630,373,46.3,11.1,1621,371,46.1,11.0,50,57,1.4,1.6,877,293,50.7,9.6,877,293,50.7,9.6,862,295,49.8,9.8,717,186,83.2,11.9,53384,13690,(X),(X),156,102,18.1,11.7,16668,4947,(X),(X),52,43,6.0,5.1,33479,15211,(X),(X),51,80,5.9,9.1,7465,3,(X),(X),0,85,0.0,3.4,-,**,(X),(X),17025,4096,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),3.9,6.1,(X),(X),0.0,17.9,(X),(X),-,**,(X),(X),5.4,8.2,(X),(X),0.0,23.4,(X),(X),-,**,(X),(X),0.0,41.1,(X),(X),0.0,67.2,(X),(X),-,**,(X),(X),0.0,9.2,(X),(X),0.0,9.2,(X),(X),0.0,10.6,(X),(X),42.3,15.4,(X),(X),10.6,17.8
1600000US3362900,3362900,"Portsmouth city, New Hampshire",13222,425,74.0,1.8,12998,427,72.7,1.8,597,169,3.3,0.9,6259,330,66.7,2.8,6245,327,66.5,2.8,6006,342,64.0,3.0,8236,299,82.4,1.9,82365,4789,(X),(X),2497,233,25.0,2.1,15326,961,(X),(X),1711,234,17.1,2.3,23416,3328,(X),(X),265,99,2.7,1.0,9695,2252,(X),(X),280,122,2.8,1.2,3340,1408,(X),(X),39344,2056,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),5.6,2.3,(X),(X),7.9,4.2,(X),(X),4.8,5.8,(X),(X),2.9,2.0,(X),(X),2.2,3.3,(X),(X),0.0,9.3,(X),(X),17.1,8.4,(X),(X),26.9,13.5,(X),(X),32.7,33.0,(X),(X),8.6,4.5,(X),(X),8.0,4.4,(X),(X),6.7,4.1,(X),(X),9.1,1.8,(X),(X),8.7,4.5
1600000US3363940,3363940,"Raymond CDP, New Hampshire",1849,290,74.9,7.6,1849,290,74.9,7.6,192,110,7.8,4.3,960,204,71.9,8.8,960,204,71.9,8.8,856,178,64.1,8.5,977,160,73.8,8.0,73478,6427,(X),(X),424,123,32.0,9.3,16981,1754,(X),(X),179,84,13.5,5.9,9915,2891,(X),(X),20,19,1.5,1.5,10250,4556,(X),(X),18,23,1.4,1.7,3161,75,(X),(X),29764,3361,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),1.9,2.2,(X),(X),2.7,4.5,(X),(X),0.0,34.9,(X),(X),2.6,3.0,(X),(X),5.8,9.5,(X),(X),0.0,48.9,(X),(X),0.0,19.0,(X),(X),0.0,23.2,(X),(X),0.0,51.2,(X),(X),4.0,7.3,(X),(X),4.0,7.3,(X),(X),5.5,10.0,(X),(X),9.2,4.6,(X),(X),18.6,19.9
1600000US3365140,3365140,"Rochester city, New Hampshire",16747,485,68.6,1.7,16696,482,68.4,1.7,936,248,3.8,1.0,8283,363,63.8,2.3,8246,354,63.5,2.3,7809,369,60.1,2.6,9923,311,80.3,2.1,67145,4990,(X),(X),4002,278,32.4,2.1,16444,810,(X),(X),2372,254,19.2,2.0,17881,1744,(X),(X),632,167,5.1,1.4,9553,1325,(X),(X),651,177,5.3,1.4,3088,1475,(X),(X),27902,1639,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9.0,2.1,(X),(X),18.4,4.7,(X),(X),41.4,12.9,(X),(X),2.0,1.1,(X),(X),2.0,1.7,(X),(X),4.0,6.4,(X),(X),35.3,8.6,(X),(X),53.7,11.1,(X),(X),88.6,10.4,(X),(X),22.7,6.7,(X),(X),21.8,6.8,(X),(X),15.2,6.7,(X),(X),9.1,1.4,(X),(X),5.4,2.6
1600000US3367460,3367460,"Sanbornville CDP, New Hampshire",753,275,83.5,11.2,753,275,83.5,11.2,10,30,1.1,3.6,261,128,66.4,17.3,261,128,66.4,17.3,261,128,66.4,17.3,417,141,85.5,14.4,57479,14494,(X),(X),146,92,29.9,16.7,10029,1577,(X),(X),90,83,18.4,15.7,11810,11441,(X),(X),18,28,3.7,5.8,2639,11,(X),(X),26,53,5.3,10.4,7908,11,(X),(X),27757,5542,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,8.0,(X),(X),0.0,35.6,(X),(X),-,**,(X),(X),0.0,17.7,(X),(X),0.0,40.3,(X),(X),-,**,(X),(X),0.0,37.7,(X),(X),0.0,79.0,(X),(X),-,**,(X),(X),0.0,27.0,(X),(X),0.0,27.0,(X),(X),0.0,27.0,(X),(X),4.5,5.2,(X),(X),0.0,27.5
